ITL,ITL_code,Region_name,Year,GDP_Value_mil
ITL2,TLI3,Inner London - West,2020,226282
ITL2,TLI3,Inner London - West,2021,248189
ITL2,TLI3,Inner London - West,2022,263218
ITL2,TLI3,Inner London - West,2023,264539
ITL3,TLI33,Kensington & Chelsea and Hammersmith & Fulham,1998,13042
ITL3,TLI33,Kensington & Chelsea and Hammersmith & Fulham,1999,13745
ITL3,TLI33,Kensington & Chelsea and Hammersmith & Fulham,2000,14465
ITL3,TLI33,Kensington & Chelsea and Hammersmith & Fulham,2001,14855
ITL3,TLI33,Kensington & Chelsea and Hammersmith & Fulham,2002,15012
ITL3,TLI33,Kensington & Chelsea and Hammersmith & Fulham,2003,15519
ITL3,TLI33,Kensington & Chelsea and Hammersmith & Fulham,2004,16251
ITL3,TLI33,Kensington & Chelsea and Hammersmith & Fulham,2005,16871
ITL3,TLI33,Kensington & Chelsea and Hammersmith & Fulham,2006,17062
ITL3,TLI33,Kensington & Chelsea and Hammersmith & Fulham,2007,18203
ITL3,TLI33,Kensington & Chelsea and Hammersmith & Fulham,2008,18692
ITL3,TLI33,Kensington & Chelsea and Hammersmith & Fulham,2009,17842
ITL3,TLI33,Kensington & Chelsea and Hammersmith & Fulham,2010,18349
ITL3,TLI33,Kensington & Chelsea and Hammersmith & Fulham,2011,19211
ITL3,TLI33,Kensington & Chelsea and Hammersmith & Fulham,2012,20941
ITL3,TLI33,Kensington & Chelsea and Hammersmith & Fulham,2013,22584
ITL3,TLI33,Kensington & Chelsea and Hammersmith & Fulham,2014,23767
ITL3,TLI33,Kensington & Chelsea and Hammersmith & Fulham,2015,24220
ITL3,TLI33,Kensington & Chelsea and Hammersmith & Fulham,2016,23900
ITL3,TLI33,Kensington & Chelsea and Hammersmith & Fulham,2017,24187
ITL3,TLI33,Kensington & Chelsea and Hammersmith & Fulham,2018,25405
ITL3,TLI33,Kensington & Chelsea and Hammersmith & Fulham,2019,25252
ITL3,TLI33,Kensington & Chelsea and Hammersmith & Fulham,2020,21198
ITL3,TLI33,Kensington & Chelsea and Hammersmith & Fulham,2021,22718
ITL3,TLI33,Kensington & Chelsea and Hammersmith & Fulham,2022,24488
ITL3,TLI33,Kensington & Chelsea and Hammersmith & Fulham,2023,24874
ITL3,TLI34,Wandsworth,1998,6541
ITL3,TLI34,Wandsworth,1999,6882
ITL3,TLI34,Wandsworth,2000,7139
ITL3,TLI34,Wandsworth,2001,7392
ITL3,TLI34,Wandsworth,2002,7549
ITL3,TLI34,Wandsworth,2003,7704
ITL3,TLI34,Wandsworth,2004,7847
ITL3,TLI34,Wandsworth,2005,8101
ITL3,TLI34,Wandsworth,2006,8263
ITL3,TLI34,Wandsworth,2007,8651
ITL3,TLI34,Wandsworth,2008,8548
ITL3,TLI34,Wandsworth,2009,8199
ITL3,TLI34,Wandsworth,2010,8345
ITL3,TLI34,Wandsworth,2011,8593
ITL3,TLI34,Wandsworth,2012,9101
ITL3,TLI34,Wandsworth,2013,9454
ITL3,TLI34,Wandsworth,2014,9874
ITL3,TLI34,Wandsworth,2015,10327
ITL3,TLI34,Wandsworth,2016,10242
ITL3,TLI34,Wandsworth,2017,10009
ITL3,TLI34,Wandsworth,2018,10005
ITL3,TLI34,Wandsworth,2019,9843
ITL3,TLI34,Wandsworth,2020,7791
ITL3,TLI34,Wandsworth,2021,8724
ITL3,TLI34,Wandsworth,2022,9333
ITL3,TLI34,Wandsworth,2023,9611
ITL3,TLI35,Westminster and City of London,1998,87450
ITL3,TLI35,Westminster and City of London,1999,89652
ITL3,TLI35,Westminster and City of London,2000,99955
ITL3,TLI35,Westminster and City of London,2001,99641
ITL3,TLI35,Westminster and City of London,2002,101828
ITL3,TLI35,Westminster and City of London,2003,105990
ITL3,TLI35,Westminster and City of London,2004,108341
ITL3,TLI35,Westminster and City of London,2005,118276
ITL3,TLI35,Westminster and City of London,2006,122881
ITL3,TLI35,Westminster and City of London,2007,137146
ITL3,TLI35,Westminster and City of London,2008,137889
ITL3,TLI35,Westminster and City of London,2009,129407
ITL3,TLI35,Westminster and City of London,2010,134262
ITL3,TLI35,Westminster and City of London,2011,136248
ITL3,TLI35,Westminster and City of London,2012,139357
ITL3,TLI35,Westminster and City of London,2013,143420
ITL3,TLI35,Westminster and City of London,2014,149294
ITL3,TLI35,Westminster and City of London,2015,148083
ITL3,TLI35,Westminster and City of London,2016,158880
ITL3,TLI35,Westminster and City of London,2017,163933
ITL3,TLI35,Westminster and City of London,2018,169679
ITL3,TLI35,Westminster and City of London,2019,174931
ITL3,TLI35,Westminster and City of London,2020,166475
ITL3,TLI35,Westminster and City of London,2021,181277
ITL3,TLI35,Westminster and City of London,2022,190224
ITL3,TLI35,Westminster and City of London,2023,191663
ITL3,TLI36,Camden,1998,17781
ITL3,TLI36,Camden,1999,18881
ITL3,TLI36,Camden,2000,20194
ITL3,TLI36,Camden,2001,20857
ITL3,TLI36,Camden,2002,20781
ITL3,TLI36,Camden,2003,21878
ITL3,TLI36,Camden,2004,23072
ITL3,TLI36,Camden,2005,24292
ITL3,TLI36,Camden,2006,24595
ITL3,TLI36,Camden,2007,26184
ITL3,TLI36,Camden,2008,26091
ITL3,TLI36,Camden,2009,25129
ITL3,TLI36,Camden,2010,25625
ITL3,TLI36,Camden,2011,26623
ITL3,TLI36,Camden,2012,27128
ITL3,TLI36,Camden,2013,28893
ITL3,TLI36,Camden,2014,31225
ITL3,TLI36,Camden,2015,35578
ITL3,TLI36,Camden,2016,38947
ITL3,TLI36,Camden,2017,39654
ITL3,TLI36,Camden,2018,40282
ITL3,TLI36,Camden,2019,39819
ITL3,TLI36,Camden,2020,30884
ITL3,TLI36,Camden,2021,35305
ITL3,TLI36,Camden,2022,39173
ITL3,TLI36,Camden,2023,38310
ITL2,TLI4,Inner London - East,1998,67836
ITL2,TLI4,Inner London - East,1999,70551
ITL2,TLI4,Inner London - East,2000,77669
ITL2,TLI4,Inner London - East,2001,80194
ITL2,TLI4,Inner London - East,2002,82009
ITL2,TLI4,Inner London - East,2003,85615
ITL2,TLI4,Inner London - East,2004,88605
ITL2,TLI4,Inner London - East,2005,94215
ITL2,TLI4,Inner London - East,2006,97467
ITL2,TLI4,Inner London - East,2007,105840
ITL2,TLI4,Inner London - East,2008,108415
ITL2,TLI4,Inner London - East,2009,103954
ITL2,TLI4,Inner London - East,2010,107319
ITL2,TLI4,Inner London - East,2011,114762
ITL2,TLI4,Inner London - East,2012,116736
ITL2,TLI4,Inner London - East,2013,118964
ITL2,TLI4,Inner London - East,2014,123251
ITL2,TLI4,Inner London - East,2015,126112
ITL2,TLI4,Inner London - East,2016,129607
ITL2,TLI4,Inner London - East,2017,133156
ITL2,TLI4,Inner London - East,2018,134896
ITL2,TLI4,Inner London - East,2019,136315
ITL2,TLI4,Inner London - East,2020,119316
ITL2,TLI4,Inner London - East,2021,126843
ITL2,TLI4,Inner London - East,2022,138552
ITL2,TLI4,Inner London - East,2023,140694
ITL3,TLI41,Hackney and Newham,1998,9764
ITL3,TLI41,Hackney and Newham,1999,10060
ITL3,TLI41,Hackney and Newham,2000,10652
ITL3,TLI41,Hackney and Newham,2001,10927
ITL3,TLI41,Hackney and Newham,2002,11094
ITL3,TLI41,Hackney and Newham,2003,11512
ITL3,TLI41,Hackney and Newham,2004,11714
ITL3,TLI41,Hackney and Newham,2005,12104
ITL3,TLI41,Hackney and Newham,2006,12289
ITL3,TLI41,Hackney and Newham,2007,12737
ITL3,TLI41,Hackney and Newham,2008,12870
ITL3,TLI41,Hackney and Newham,2009,12471
ITL3,TLI41,Hackney and Newham,2010,13082
ITL3,TLI41,Hackney and Newham,2011,13792
ITL3,TLI41,Hackney and Newham,2012,14200
ITL3,TLI41,Hackney and Newham,2013,14491
ITL3,TLI41,Hackney and Newham,2014,15240
ITL3,TLI41,Hackney and Newham,2015,15733
ITL3,TLI41,Hackney and Newham,2016,16093
ITL3,TLI41,Hackney and Newham,2017,16957
ITL3,TLI41,Hackney and Newham,2018,17934
ITL3,TLI41,Hackney and Newham,2019,19444
ITL3,TLI41,Hackney and Newham,2020,17769
ITL3,TLI41,Hackney and Newham,2021,19687
ITL3,TLI41,Hackney and Newham,2022,21644
ITL3,TLI41,Hackney and Newham,2023,22351
ITL3,TLI42,Tower Hamlets,1998,22998
ITL3,TLI42,Tower Hamlets,1999,23371
ITL3,TLI42,Tower Hamlets,2000,26346
ITL3,TLI42,Tower Hamlets,2001,27206
ITL3,TLI42,Tower Hamlets,2002,28575
ITL3,TLI42,Tower Hamlets,2003,29815
ITL3,TLI42,Tower Hamlets,2004,30896
ITL3,TLI42,Tower Hamlets,2005,33756
ITL3,TLI42,Tower Hamlets,2006,35980
ITL3,TLI42,Tower Hamlets,2007,40411
ITL3,TLI42,Tower Hamlets,2008,41840
ITL3,TLI42,Tower Hamlets,2009,39108
ITL3,TLI42,Tower Hamlets,2010,38527
ITL3,TLI42,Tower Hamlets,2011,41529
ITL3,TLI42,Tower Hamlets,2012,41246
ITL3,TLI42,Tower Hamlets,2013,42015
ITL3,TLI42,Tower Hamlets,2014,42929
ITL3,TLI42,Tower Hamlets,2015,42467
ITL3,TLI42,Tower Hamlets,2016,44601
ITL3,TLI42,Tower Hamlets,2017,47027
ITL3,TLI42,Tower Hamlets,2018,44892
ITL3,TLI42,Tower Hamlets,2019,43540
ITL3,TLI42,Tower Hamlets,2020,38999
ITL3,TLI42,Tower Hamlets,2021,39137
ITL3,TLI42,Tower Hamlets,2022,40812
ITL3,TLI42,Tower Hamlets,2023,42781
ITL3,TLI43,Haringey and Islington,1998,11461
ITL3,TLI43,Haringey and Islington,1999,12212
ITL3,TLI43,Haringey and Islington,2000,13759
ITL3,TLI43,Haringey and Islington,2001,14319
ITL3,TLI43,Haringey and Islington,2002,14774
ITL3,TLI43,Haringey and Islington,2003,15619
ITL3,TLI43,Haringey and Islington,2004,16353
ITL3,TLI43,Haringey and Islington,2005,17197
ITL3,TLI43,Haringey and Islington,2006,17804
ITL3,TLI43,Haringey and Islington,2007,19303
ITL3,TLI43,Haringey and Islington,2008,19787
ITL3,TLI43,Haringey and Islington,2009,19329
ITL3,TLI43,Haringey and Islington,2010,20316
ITL3,TLI43,Haringey and Islington,2011,21568
ITL3,TLI43,Haringey and Islington,2012,22307
ITL3,TLI43,Haringey and Islington,2013,23645
ITL3,TLI43,Haringey and Islington,2014,25222
ITL3,TLI43,Haringey and Islington,2015,26304
ITL3,TLI43,Haringey and Islington,2016,26429
ITL3,TLI43,Haringey and Islington,2017,26634
ITL3,TLI43,Haringey and Islington,2018,27810
ITL3,TLI43,Haringey and Islington,2019,28197
ITL3,TLI43,Haringey and Islington,2020,24785
ITL3,TLI43,Haringey and Islington,2021,27003
ITL3,TLI43,Haringey and Islington,2022,31085
ITL3,TLI43,Haringey and Islington,2023,30475
ITL3,TLI44,Lewisham and Southwark,1998,15383
ITL3,TLI44,Lewisham and Southwark,1999,16062
ITL3,TLI44,Lewisham and Southwark,2000,17362
ITL3,TLI44,Lewisham and Southwark,2001,17852
ITL3,TLI44,Lewisham and Southwark,2002,17971
ITL3,TLI44,Lewisham and Southwark,2003,18604
ITL3,TLI44,Lewisham and Southwark,2004,19152
ITL3,TLI44,Lewisham and Southwark,2005,20055
ITL3,TLI44,Lewisham and Southwark,2006,20390
ITL3,TLI44,Lewisham and Southwark,2007,21758
ITL3,TLI44,Lewisham and Southwark,2008,22101
ITL3,TLI44,Lewisham and Southwark,2009,21456
ITL3,TLI44,Lewisham and Southwark,2010,22489
ITL3,TLI44,Lewisham and Southwark,2011,24315
ITL3,TLI44,Lewisham and Southwark,2012,25202
ITL3,TLI44,Lewisham and Southwark,2013,25629
ITL3,TLI44,Lewisham and Southwark,2014,25063
ITL3,TLI44,Lewisham and Southwark,2015,26246
ITL3,TLI44,Lewisham and Southwark,2016,26866
ITL3,TLI44,Lewisham and Southwark,2017,27094
ITL3,TLI44,Lewisham and Southwark,2018,28617
ITL3,TLI44,Lewisham and Southwark,2019,29714
ITL3,TLI44,Lewisham and Southwark,2020,25775
ITL3,TLI44,Lewisham and Southwark,2021,26947
ITL3,TLI44,Lewisham and Southwark,2022,29001
ITL3,TLI44,Lewisham and Southwark,2023,29916
ITL3,TLI45,Lambeth,1998,8912
ITL3,TLI45,Lambeth,1999,9334
ITL3,TLI45,Lambeth,2000,10050
ITL3,TLI45,Lambeth,2001,10355
ITL3,TLI45,Lambeth,2002,10217
ITL3,TLI45,Lambeth,2003,10579
ITL3,TLI45,Lambeth,2004,11008
ITL3,TLI45,Lambeth,2005,11809
ITL3,TLI45,Lambeth,2006,11900
ITL3,TLI45,Lambeth,2007,12728
ITL3,TLI45,Lambeth,2008,13108
ITL3,TLI45,Lambeth,2009,12514
ITL3,TLI45,Lambeth,2010,13587
ITL3,TLI45,Lambeth,2011,14513
ITL3,TLI45,Lambeth,2012,14598
ITL3,TLI45,Lambeth,2013,13763
ITL3,TLI45,Lambeth,2014,15318
ITL3,TLI45,Lambeth,2015,15632
ITL3,TLI45,Lambeth,2016,15986
ITL3,TLI45,Lambeth,2017,15937
ITL3,TLI45,Lambeth,2018,15905
ITL3,TLI45,Lambeth,2019,15458
ITL3,TLI45,Lambeth,2020,12221
ITL3,TLI45,Lambeth,2021,14168
ITL3,TLI45,Lambeth,2022,16011
ITL3,TLI45,Lambeth,2023,15226
ITL2,TLI5,Outer London - East and North East,1998,36621
ITL2,TLI5,Outer London - East and North East,1999,37732
ITL2,TLI5,Outer London - East and North East,2000,38627
ITL2,TLI5,Outer London - East and North East,2001,39297
ITL2,TLI5,Outer London - East and North East,2002,39946
ITL2,TLI5,Outer London - East and North East,2003,41526
ITL2,TLI5,Outer London - East and North East,2004,42416
ITL2,TLI5,Outer London - East and North East,2005,43056
ITL2,TLI5,Outer London - East and North East,2006,44747
ITL2,TLI5,Outer London - East and North East,2007,45537
ITL2,TLI5,Outer London - East and North East,2008,44282
ITL2,TLI5,Outer London - East and North East,2009,40739
ITL2,TLI5,Outer London - East and North East,2010,42772
ITL2,TLI5,Outer London - East and North East,2011,43208
ITL2,TLI5,Outer London - East and North East,2012,44752
ITL2,TLI5,Outer London - East and North East,2013,46129
ITL2,TLI5,Outer London - East and North East,2014,47055
ITL2,TLI5,Outer London - East and North East,2015,48065
ITL2,TLI5,Outer London - East and North East,2016,48244
ITL2,TLI5,Outer London - East and North East,2017,48099
ITL2,TLI5,Outer London - East and North East,2018,48677
ITL2,TLI5,Outer London - East and North East,2019,48878
ITL2,TLI5,Outer London - East and North East,2020,41355
ITL2,TLI5,Outer London - East and North East,2021,46033
ITL2,TLI5,Outer London - East and North East,2022,48958
ITL2,TLI5,Outer London - East and North East,2023,47915
ITL3,TLI51,Bexley and Greenwich,1998,10304
ITL3,TLI51,Bexley and Greenwich,1999,10705
ITL3,TLI51,Bexley and Greenwich,2000,11035
ITL3,TLI51,Bexley and Greenwich,2001,11287
ITL3,TLI51,Bexley and Greenwich,2002,11548
ITL3,TLI51,Bexley and Greenwich,2003,12018
ITL3,TLI51,Bexley and Greenwich,2004,12212
ITL3,TLI51,Bexley and Greenwich,2005,12483
ITL3,TLI51,Bexley and Greenwich,2006,12881
ITL3,TLI51,Bexley and Greenwich,2007,13036
ITL3,TLI51,Bexley and Greenwich,2008,12865
ITL3,TLI51,Bexley and Greenwich,2009,12045
ITL3,TLI51,Bexley and Greenwich,2010,12685
ITL3,TLI51,Bexley and Greenwich,2011,12904
ITL3,TLI51,Bexley and Greenwich,2012,13277
ITL3,TLI51,Bexley and Greenwich,2013,14000
ITL3,TLI51,Bexley and Greenwich,2014,14141
ITL3,TLI51,Bexley and Greenwich,2015,14388
ITL3,TLI51,Bexley and Greenwich,2016,14789
ITL3,TLI51,Bexley and Greenwich,2017,14762
ITL3,TLI51,Bexley and Greenwich,2018,14737
ITL3,TLI51,Bexley and Greenwich,2019,15038
ITL3,TLI51,Bexley and Greenwich,2020,12664
ITL3,TLI51,Bexley and Greenwich,2021,13694
ITL3,TLI51,Bexley and Greenwich,2022,14447
ITL3,TLI51,Bexley and Greenwich,2023,14052
ITL3,TLI52,Barking & Dagenham and Havering,1998,10319
ITL3,TLI52,Barking & Dagenham and Havering,1999,10419
ITL3,TLI52,Barking & Dagenham and Havering,2000,10496
ITL3,TLI52,Barking & Dagenham and Havering,2001,10586
ITL3,TLI52,Barking & Dagenham and Havering,2002,10512
ITL3,TLI52,Barking & Dagenham and Havering,2003,10792
ITL3,TLI52,Barking & Dagenham and Havering,2004,10954
ITL3,TLI52,Barking & Dagenham and Havering,2005,11054
ITL3,TLI52,Barking & Dagenham and Havering,2006,11495
ITL3,TLI52,Barking & Dagenham and Havering,2007,11853
ITL3,TLI52,Barking & Dagenham and Havering,2008,11567
ITL3,TLI52,Barking & Dagenham and Havering,2009,10486
ITL3,TLI52,Barking & Dagenham and Havering,2010,11051
ITL3,TLI52,Barking & Dagenham and Havering,2011,11135
ITL3,TLI52,Barking & Dagenham and Havering,2012,11575
ITL3,TLI52,Barking & Dagenham and Havering,2013,11885
ITL3,TLI52,Barking & Dagenham and Havering,2014,12214
ITL3,TLI52,Barking & Dagenham and Havering,2015,12166
ITL3,TLI52,Barking & Dagenham and Havering,2016,11904
ITL3,TLI52,Barking & Dagenham and Havering,2017,11850
ITL3,TLI52,Barking & Dagenham and Havering,2018,11964
ITL3,TLI52,Barking & Dagenham and Havering,2019,11927
ITL3,TLI52,Barking & Dagenham and Havering,2020,10141
ITL3,TLI52,Barking & Dagenham and Havering,2021,11665
ITL3,TLI52,Barking & Dagenham and Havering,2022,12689
ITL3,TLI52,Barking & Dagenham and Havering,2023,12431
ITL3,TLI53,Redbridge and Waltham Forest,1998,8775
ITL3,TLI53,Redbridge and Waltham Forest,1999,9068
ITL3,TLI53,Redbridge and Waltham Forest,2000,9348
ITL3,TLI53,Redbridge and Waltham Forest,2001,9503
ITL3,TLI53,Redbridge and Waltham Forest,2002,9780
ITL3,TLI53,Redbridge and Waltham Forest,2003,10224
ITL3,TLI53,Redbridge and Waltham Forest,2004,10536
ITL3,TLI53,Redbridge and Waltham Forest,2005,10757
ITL3,TLI53,Redbridge and Waltham Forest,2006,11171
ITL3,TLI53,Redbridge and Waltham Forest,2007,11320
ITL3,TLI53,Redbridge and Waltham Forest,2008,10901
ITL3,TLI53,Redbridge and Waltham Forest,2009,10041
ITL3,TLI53,Redbridge and Waltham Forest,2010,10402
ITL3,TLI53,Redbridge and Waltham Forest,2011,10580
ITL3,TLI53,Redbridge and Waltham Forest,2012,11161
ITL3,TLI53,Redbridge and Waltham Forest,2013,11316
ITL3,TLI53,Redbridge and Waltham Forest,2014,11571
ITL3,TLI53,Redbridge and Waltham Forest,2015,12019
ITL3,TLI53,Redbridge and Waltham Forest,2016,12056
ITL3,TLI53,Redbridge and Waltham Forest,2017,12134
ITL3,TLI53,Redbridge and Waltham Forest,2018,12199
ITL3,TLI53,Redbridge and Waltham Forest,2019,12071
ITL3,TLI53,Redbridge and Waltham Forest,2020,10053
ITL3,TLI53,Redbridge and Waltham Forest,2021,11313
ITL3,TLI53,Redbridge and Waltham Forest,2022,12291
ITL3,TLI53,Redbridge and Waltham Forest,2023,12283
ITL3,TLI54,Enfield,1998,7293
ITL3,TLI54,Enfield,1999,7532
ITL3,TLI54,Enfield,2000,7740
ITL3,TLI54,Enfield,2001,7891
ITL3,TLI54,Enfield,2002,8046
ITL3,TLI54,Enfield,2003,8431
ITL3,TLI54,Enfield,2004,8628
ITL3,TLI54,Enfield,2005,8713
ITL3,TLI54,Enfield,2006,9064
ITL3,TLI54,Enfield,2007,9231
ITL3,TLI54,Enfield,2008,8868
ITL3,TLI54,Enfield,2009,8100
ITL3,TLI54,Enfield,2010,8594
ITL3,TLI54,Enfield,2011,8626
ITL3,TLI54,Enfield,2012,8801
ITL3,TLI54,Enfield,2013,8972
ITL3,TLI54,Enfield,2014,9215
ITL3,TLI54,Enfield,2015,9543
ITL3,TLI54,Enfield,2016,9554
ITL3,TLI54,Enfield,2017,9396
ITL3,TLI54,Enfield,2018,9815
ITL3,TLI54,Enfield,2019,9911
ITL3,TLI54,Enfield,2020,8555
ITL3,TLI54,Enfield,2021,9368
ITL3,TLI54,Enfield,2022,9531
ITL3,TLI54,Enfield,2023,9173
ITL2,TLI6,Outer London - South,1998,32623
ITL2,TLI6,Outer London - South,1999,33957
ITL2,TLI6,Outer London - South,2000,35121
ITL2,TLI6,Outer London - South,2001,35514
ITL2,TLI6,Outer London - South,2002,35893
ITL2,TLI6,Outer London - South,2003,37290
ITL2,TLI6,Outer London - South,2004,37880
ITL2,TLI6,Outer London - South,2005,38631
ITL2,TLI6,Outer London - South,2006,39414
ITL2,TLI6,Outer London - South,2007,40962
ITL2,TLI6,Outer London - South,2008,39750
ITL2,TLI6,Outer London - South,2009,36873
ITL2,TLI6,Outer London - South,2010,37643
ITL2,TLI6,Outer London - South,2011,37690
ITL2,TLI6,Outer London - South,2012,38305
ITL2,TLI6,Outer London - South,2013,38687
ITL2,TLI6,Outer London - South,2014,40177
ITL2,TLI6,Outer London - South,2015,40083
ITL2,TLI6,Outer London - South,2016,40941
ITL2,TLI6,Outer London - South,2017,41158
ITL2,TLI6,Outer London - South,2018,41612
ITL2,TLI6,Outer London - South,2019,41742
ITL2,TLI6,Outer London - South,2020,35809
ITL2,TLI6,Outer London - South,2021,37624
ITL2,TLI6,Outer London - South,2022,40677
ITL2,TLI6,Outer London - South,2023,40738
ITL3,TLI61,Bromley,1998,8664
ITL3,TLI61,Bromley,1999,8944
ITL3,TLI61,Bromley,2000,8934
ITL3,TLI61,Bromley,2001,9068
ITL3,TLI61,Bromley,2002,9332
ITL3,TLI61,Bromley,2003,9764
ITL3,TLI61,Bromley,2004,9941
ITL3,TLI61,Bromley,2005,10048
ITL3,TLI61,Bromley,2006,10471
ITL3,TLI61,Bromley,2007,10600
ITL3,TLI61,Bromley,2008,10178
ITL3,TLI61,Bromley,2009,9393
ITL3,TLI61,Bromley,2010,9656
ITL3,TLI61,Bromley,2011,9742
ITL3,TLI61,Bromley,2012,10010
ITL3,TLI61,Bromley,2013,10145
ITL3,TLI61,Bromley,2014,10036
ITL3,TLI61,Bromley,2015,10014
ITL3,TLI61,Bromley,2016,10225
ITL3,TLI61,Bromley,2017,10426
ITL3,TLI61,Bromley,2018,10383
ITL3,TLI61,Bromley,2019,9979
ITL3,TLI61,Bromley,2020,8498
ITL3,TLI61,Bromley,2021,8735
ITL3,TLI61,Bromley,2022,9435
ITL3,TLI61,Bromley,2023,9278
ITL3,TLI62,Croydon,1998,9138
ITL3,TLI62,Croydon,1999,9457
ITL3,TLI62,Croydon,2000,10008
ITL3,TLI62,Croydon,2001,10042
ITL3,TLI62,Croydon,2002,10114
ITL3,TLI62,Croydon,2003,10487
ITL3,TLI62,Croydon,2004,10506
ITL3,TLI62,Croydon,2005,10859
ITL3,TLI62,Croydon,2006,10694
ITL3,TLI62,Croydon,2007,11613
ITL3,TLI62,Croydon,2008,11367
ITL3,TLI62,Croydon,2009,10561
ITL3,TLI62,Croydon,2010,10675
ITL3,TLI62,Croydon,2011,10521
ITL3,TLI62,Croydon,2012,10546
ITL3,TLI62,Croydon,2013,10545
ITL3,TLI62,Croydon,2014,11330
ITL3,TLI62,Croydon,2015,11291
ITL3,TLI62,Croydon,2016,11312
ITL3,TLI62,Croydon,2017,11485
ITL3,TLI62,Croydon,2018,12152
ITL3,TLI62,Croydon,2019,12617
ITL3,TLI62,Croydon,2020,11267
ITL3,TLI62,Croydon,2021,11890
ITL3,TLI62,Croydon,2022,12825
ITL3,TLI62,Croydon,2023,12755
ITL3,TLI63,"Merton, Kingston upon Thames and Sutton",1998,14870
ITL3,TLI63,"Merton, Kingston upon Thames and Sutton",1999,15503
ITL3,TLI63,"Merton, Kingston upon Thames and Sutton",2000,16128
ITL3,TLI63,"Merton, Kingston upon Thames and Sutton",2001,16284
ITL3,TLI63,"Merton, Kingston upon Thames and Sutton",2002,16374
ITL3,TLI63,"Merton, Kingston upon Thames and Sutton",2003,16970
ITL3,TLI63,"Merton, Kingston upon Thames and Sutton",2004,17353
ITL3,TLI63,"Merton, Kingston upon Thames and Sutton",2005,17693
ITL3,TLI63,"Merton, Kingston upon Thames and Sutton",2006,18203
ITL3,TLI63,"Merton, Kingston upon Thames and Sutton",2007,18673
ITL3,TLI63,"Merton, Kingston upon Thames and Sutton",2008,18156
ITL3,TLI63,"Merton, Kingston upon Thames and Sutton",2009,16860
ITL3,TLI63,"Merton, Kingston upon Thames and Sutton",2010,17306
ITL3,TLI63,"Merton, Kingston upon Thames and Sutton",2011,17499
ITL3,TLI63,"Merton, Kingston upon Thames and Sutton",2012,17804
ITL3,TLI63,"Merton, Kingston upon Thames and Sutton",2013,18096
ITL3,TLI63,"Merton, Kingston upon Thames and Sutton",2014,18911
ITL3,TLI63,"Merton, Kingston upon Thames and Sutton",2015,18822
ITL3,TLI63,"Merton, Kingston upon Thames and Sutton",2016,19455
ITL3,TLI63,"Merton, Kingston upon Thames and Sutton",2017,19288
ITL3,TLI63,"Merton, Kingston upon Thames and Sutton",2018,19131
ITL3,TLI63,"Merton, Kingston upon Thames and Sutton",2019,19193
ITL3,TLI63,"Merton, Kingston upon Thames and Sutton",2020,16096
ITL3,TLI63,"Merton, Kingston upon Thames and Sutton",2021,17026
ITL3,TLI63,"Merton, Kingston upon Thames and Sutton",2022,18417
ITL3,TLI63,"Merton, Kingston upon Thames and Sutton",2023,18740
ITL2,TLI7,Outer London - West and North West,1998,56365
ITL2,TLI7,Outer London - West and North West,1999,58660
ITL2,TLI7,Outer London - West and North West,2000,61961
ITL2,TLI7,Outer London - West and North West,2001,61354
ITL2,TLI7,Outer London - West and North West,2002,61940
ITL2,TLI7,Outer London - West and North West,2003,64279
ITL2,TLI7,Outer London - West and North West,2004,65840
ITL2,TLI7,Outer London - West and North West,2005,67834
ITL2,TLI7,Outer London - West and North West,2006,71958
ITL2,TLI7,Outer London - West and North West,2007,74426
ITL2,TLI7,Outer London - West and North West,2008,72321
ITL2,TLI7,Outer London - West and North West,2009,67656
ITL2,TLI7,Outer London - West and North West,2010,69985
ITL2,TLI7,Outer London - West and North West,2011,71627
ITL2,TLI7,Outer London - West and North West,2012,74253
ITL2,TLI7,Outer London - West and North West,2013,77490
ITL2,TLI7,Outer London - West and North West,2014,81728
ITL2,TLI7,Outer London - West and North West,2015,82363
ITL2,TLI7,Outer London - West and North West,2016,83646
ITL2,TLI7,Outer London - West and North West,2017,84169
ITL2,TLI7,Outer London - West and North West,2018,84598
ITL2,TLI7,Outer London - West and North West,2019,84755
ITL2,TLI7,Outer London - West and North West,2020,67317
ITL2,TLI7,Outer London - West and North West,2021,70189
ITL2,TLI7,Outer London - West and North West,2022,80602
ITL2,TLI7,Outer London - West and North West,2023,79444
ITL3,TLI71,Barnet,1998,8200
ITL3,TLI71,Barnet,1999,8525
ITL3,TLI71,Barnet,2000,8695
ITL3,TLI71,Barnet,2001,8821
ITL3,TLI71,Barnet,2002,9015
ITL3,TLI71,Barnet,2003,9371
ITL3,TLI71,Barnet,2004,9548
ITL3,TLI71,Barnet,2005,9664
ITL3,TLI71,Barnet,2006,10102
ITL3,TLI71,Barnet,2007,10214
ITL3,TLI71,Barnet,2008,9701
ITL3,TLI71,Barnet,2009,9189
ITL3,TLI71,Barnet,2010,9577
ITL3,TLI71,Barnet,2011,9690
ITL3,TLI71,Barnet,2012,10255
ITL3,TLI71,Barnet,2013,10350
ITL3,TLI71,Barnet,2014,10697
ITL3,TLI71,Barnet,2015,10799
ITL3,TLI71,Barnet,2016,10979
ITL3,TLI71,Barnet,2017,10947
ITL3,TLI71,Barnet,2018,11061
ITL3,TLI71,Barnet,2019,11097
ITL3,TLI71,Barnet,2020,9894
